Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,-1.3598071336738,-0.0727811733098497,2.53634673796914,1.37815522427443,-0.338320769942518,0.462387777762292,0.239598554061257,0.0986979012610507,0.363786969611213,0.0907941719789316,-0.551599533260813,-0.617800855762348,-0.991389847235408,-0.311169353699879,1.46817697209427,-0.470400525259478,0.207971241929242,0.0257905801985591,0.403992960255733,0.251412098239705,-0.018306777944153,0.277837575558899,-0.110473910188767,0.0669280749146731,0.128539358273528,-0.189114843888824,0.133558376740387,-0.0210530534538215,149.62,0
10,1.44904378114715,-1.17633882535966,0.913859832832795,-1.37566665499943,-1.97138316545323,-0.62915213889734,-1.4232356010359,0.0484558879088564,-1.72040839292037,1.62665905834133,1.1996439495421,-0.671439778462005,-0.513947152539479,-0.0950450453999549,0.230930409124119,0.0319674667862076,0.253414715863197,0.854343814324194,-0.221365413645481,-0.387226474431156,-0.00930189652490052,0.313894410791098,0.0277401580170247,0.500512287104917,0.25136735874921,-0.129477953726618,0.0428498709381461,0.0162532619375515,7.8,0
16,0.694884775607337,-1.36181910308009,1.02922103956032,0.834159299216716,-1.19120879445965,1.30910881872952,-0.878585911450457,0.4452901278385,-0.446195831557423,0.568520735086962,1.01915061274695,1.29832870056251,0.420480265280796,-0.372650997239682,-0.807979512809369,-2.04455748288968,0.515663469043577,0.625847298442513,-1.30040816880609,-0.138333940419021,-0.295582931552029,-0.571955006812512,-0.0508807005036795,-0.304214501020644,0.0720010061385359,-0.422234430367677,0.0865533980909977,0.0634986493439305,231.71,0
24,1.23742903021294,0.0610425841868962,0.380525879794222,0.761564111432371,-0.359770710369787,-0.494084149915291,0.00649421810779282,-0.133862379689891,0.438809736716666,-0.207358045517011,-0.92918211475144,0.5271060605933,0.348675901114132,-0.152535138608542,-0.218385629647018,-0.191551818259596,-0.116580602716053,-0.633790816521738,0.348415801097774,-0.0663513345433597,-0.245682498259096,-0.530900256150069,-0.0442653968237672,0.0791680288586917,0.50913568954621,0.288857833917937,-0.0227049816562784,0.0118362314304161,17.28,0
32,1.24905471963177,-0.624727077037783,-0.710588903536079,-0.991600360912692,1.42997319213398,3.69297701929891,-1.09020864122523,0.967290815452715,0.850148519454057,-0.307081111779614,-0.456245308321934,0.229981349844581,-0.0169130995868782,-0.220846086114885,0.362417698896289,0.315222304210749,-0.512265445432752,0.11899461869584,0.574720159539024,0.0978526921491637,-0.00629271415563999,0.00920022451060978,-0.129463200605864,1.11297017048455,0.500382108623099,1.19654919930281,-0.0482204354357297,0.00509362198376849,29.89,0
35,1.19935593362078,0.129953154513887,0.863584970776281,1.00263476869323,-0.783761014593659,-0.884679005672016,-0.0407432757589571,-0.208068511671504,0.392477871628745,-0.248177899888804,-0.0953627524727861,1.31413104809224,1.0916814094227,-0.409346352255035,-0.577994104632916,-0.581283742420706,0.212342679791527,-0.893181252962422,-0.0206528853522847,-0.0726201259267691,-0.0424680857272564,0.198474051899343,-0.0330099751170921,1.01329013084481,0.559097511348329,0.401817534390101,-0.00586465649000008,0.0179360319171187,0.99,0
41,0.986063325558912,-0.202964586766765,-0.492768147356141,0.407691274714408,0.305660256237429,-0.230529178948424,0.585028086151903,-0.208224591017666,-0.247503447978774,-0.192253127963734,-0.628317496088626,0.430307932699876,0.811248019884464,0.371566359048745,1.02607884858679,-0.0285013452690086,-0.3075461030699,-1.09965491470003,0.0107385063797803,0.263505047503593,-0.305873932586351,-1.21655526869515,-0.0776015256345218,-0.741340787959936,0.286881124869204,0.200346695511119,-0.0752033513991597,0.0272712185948336,169.05,0
46,1.00658858258061,-0.0711053573592864,0.347613710129268,1.32968404626518,-0.193239540558001,0.155418220951582,0.00857355004537538,0.146537701158532,0.103844303499997,0.0318300248431995,1.07098086659495,0.940664826248853,-0.729473777220335,0.380114784646787,-0.729126304640312,-0.493402464675541,0.0435558761530204,-0.405289649578765,-0.092584543842081,-0.091366856699256,-0.0202386866152166,-0.0188806243664369,-0.120966187234267,0.0273817885188254,0.59386362410547,-0.334687921975777,0.0213680104004056,0.0150804012744551,67.97,0
51,1.25987313565004,0.25423957645842,0.51478862825195,0.620924297433486,-0.475930098771269,-0.992285839202021,0.0664165097996613,-0.209275058074655,0.0355715653783499,-0.0676158213568395,-0.204107263687151,0.402596690697874,0.376647694351449,0.227135013294715,1.02499612132291,0.29953171476471,-0.426046050892739,-0.550315065603572,-0.119898968647883,-0.0889700937046651,-0.256530535925767,-0.739211692487821,0.135732380872138,0.38198986620837,0.219301891750154,0.0942906925877441,-0.0286866677208069,0.019197591087878,1.98,0
59,0.921024018835922,-0.16244686110781,-0.0943313673869069,0.474083926327042,-0.0214859605972665,-0.397506306685279,0.482642978539503,-0.117495974844976,-0.577836031422653,-0.0186071371400667,1.83757918303173,1.45067106438787,0.679743972842061,0.593718449923865,0.249734697673045,-0.0843672205235,-0.25970727981991,-0.894995460456715,-0.0103739416854655,0.214510447897743,-0.209381106373359,-0.930107296377023,0.0285099107931845,0.0326820091099104,0.155130495109473,0.133250470013276,-0.0735342308160852,0.0223491449446096,149.9,0
68,1.15693906521199,0.0372151171834976,0.556799036120114,0.519506543569017,-0.47975387242074,-0.352713751231664,-0.222486535919933,0.158242439405977,0.0112517233737559,0.105583808549274,1.61209937075746,0.354492949815164,-1.43453627828567,0.796994975493623,0.745106379600413,0.222868280835633,-0.229198749153177,-0.364808594625195,-0.254104653277162,-0.221851585086154,-0.182661585534005,-0.612267726276609,0.1973046499394,0.174882516093158,0.0324965433024755,0.099479911401087,-0.0268157912881385,0.00419863300494397,2.69,0
73,0.925996612578014,-0.358098896126416,1.37672152778927,1.90076881354586,-1.05768986264753,0.30188517422757,-0.462266225882372,0.250424398574177,1.25395803626695,-0.436371429685131,-0.681289709847305,0.999980028295959,-0.653246385458728,-0.636389371548304,-1.70266661738213,-1.28035507381196,0.987638275766983,-1.47880568177439,-0.0436122676070622,-0.12411545542052,-0.347567012662916,-0.676807451946188,0.100568222175536,0.595988712594643,0.322122078534587,-0.547495004300199,0.0787861892718886,0.0438190744716924,70.6,0
77,-1.18595403044578,-0.218808439910428,1.10100483146725,-1.40699712828903,1.26178320386987,-0.337709068506179,1.19174722104358,-0.427383107846352,0.27667888731535,-0.215399199955358,-0.942965253630282,-0.473709623963915,0.0616234888665818,-0.410061486786617,0.754377242022728,0.283420753656844,-0.905689819466561,-0.738459278615322,-0.454312152417315,0.0369742231420656,-0.362830380434527,-0.41881699125818,0.521401263561102,-0.922427393188322,-0.139840271878608,0.709787019645158,-0.0762487157448421,-0.383942453630986,49.95,0
82,-3.59182616090439,1.34837036791844,-0.998492354064664,-1.40236175415607,-0.596711512934507,-0.385302391822185,0.0506209624047342,1.21088849968464,0.39025994518324,0.100784630795613,-1.4066146503338,0.206760568811284,0.34612377316864,0.559501932040791,0.712692556129978,0.775015086079099,-0.285588171182847,-0.701679614760554,-0.596122630006068,-0.212115584782804,-0.432070220180652,-0.607105549352741,0.176475251280554,-0.89179849484312,0.0451454748498058,0.727963184601556,-0.0327209943372666,-0.456138378726539,79,0
87,-5.10187714438251,1.89702180383666,-3.45803355505567,-1.27754276611629,-5.51775792247239,2.09836622063034,3.32960344883519,1.25096633414932,0.271500549724784,-0.305482722468726,-1.47338307942627,0.272913238050306,0.649418935168229,0.899810726121981,0.874542742818783,1.47175273507882,-0.144793356897002,-0.725518954658766,-0.698935585089018,-1.27047801350269,-0.871743638420889,-0.67887949744918,-0.555899892854463,-0.761660256352362,0.0666111325203478,0.767227442874053,0.731633869437517,-0.86030977828474,919.6,0
93,-1.64001427310525,-0.479831345687393,1.6136303238364,2.99797900171977,-3.80378772076623,5.05181166334072,3.31525432238236,-0.303785107902017,0.67139514660518,0.744103698753774,-1.22296868323308,-0.646556853273468,-0.374187136711405,-1.72373655590874,-1.32474264338809,0.324962276369046,-0.485513702788495,1.39633216392032,2.15690530084446,0.124193432099449,-0.367932781073965,0.641890662360821,-0.405778682880908,-1.26869971421881,0.494090343786022,0.610966603009548,0.60899260557206,-0.410034097693692,937.69,0
100,-0.378601661083143,0.274578968122152,-0.129487731899236,-2.68279898796446,-0.731374622729684,-0.226354213178799,-0.0069493417805235,-2.77898321007536,-0.233231930179026,-0.588714056156709,-1.30768209965935,0.0645983138103832,0.0831907930908125,0.464692016093436,0.847697870472098,-1.54979915478681,-0.319687585986572,1.0867193428076,-0.444441081910201,-1.13379893071232,1.42614567629838,-2.77692339243974,-0.466755870061091,-0.714696527705741,1.13672014940456,-0.981992913835548,0.356780521706937,0.148444038792906,182.95,0
108,1.20606523917482,-0.124884657032952,0.118939145289695,0.0237349897103378,-0.549086910063904,-0.949920328551684,0.0708504474888013,-0.125881143133503,0.136791406984301,-0.0713090481052341,1.29067211004062,0.732146691784496,-0.841318571460324,0.502670309047714,-0.496897322296388,-0.164947888104994,-0.064146614481136,-0.247691313675293,0.577806558682599,-0.0842443493263415,-0.0181849497446971,-0.0184539828304339,-0.0845139870486049,0.627739333020967,0.456423963625142,1.09164527702942,-0.107970427358111,-0.0135916772503965,25.8,0
117,0.8056818038147,-0.220451375216265,2.37130972175031,4.07581730324907,-0.844073264503395,2.54639431143574,-1.43511438169251,0.94204778415076,0.330467788606048,0.83188054048488,0.312992575228941,1.01793233160253,-0.439618032759704,-1.00077722589425,-2.43149925710876,0.0988564400529616,0.261188185562175,-0.496635745618685,-1.51875700609581,-0.197553784139269,0.185844215074623,0.916782935611101,-0.0759106928937648,-0.243419838342537,0.246029361861685,0.283514651810579,0.11370422530798,0.0316968182917106,37.89,0
125,-2.80706450646631,1.1830983245702,2.97477937473861,2.8014770726566,-0.475110200983206,3.21782925631985,-0.401608122121913,0.384394771393269,2.40867509050974,3.35107932442158,0.106956335911642,0.367099045249472,-0.15026263098715,-2.4496711803376,0.182057040042768,-2.37231646127119,1.61425530212461,-2.01309059760941,-0.572183700247953,0.829196887938903,-0.201782060465078,1.46153507509319,-0.000330282936783249,-0.581133078257811,-0.10178485181656,0.529386142181608,0.36241057008342,0.237647042189905,43.71,0
132,-1.57135931118663,1.68750802712553,0.734670437858068,1.29334959714667,-0.21753166347078,-0.00267746796392636,0.147364180877205,0.515361979346643,-0.372441612815001,0.078020678219396,-0.592494907439863,0.99794100956986,1.10932838560526,0.0600476234099728,0.0861407955897413,-1.14989267358928,0.76519825435519,-0.810588623188627,0.737550435684102,-0.0936135323992745,0.0485493139851947,0.377255527434062,-0.0304355119893346,0.117608127652655,-0.0605200767063873,-0.296549879661509,-0.481570296943838,-0.167897497050231,10,0
140,-4.63653366354065,-5.93171744106428,-0.227301246245913,-2.73727134622764,7.67254396636689,-0.996354541864632,-3.39118449591982,1.23626681418495,1.1294619353699,-1.46186088102085,-0.326430680230826,0.597189552495276,-0.0274676597283356,0.506505348073668,0.819288064658459,0.194869169225205,-1.17259982154852,0.596973854257166,-0.50261912067349,1.52213662869958,0.655844387605663,-0.0471578545070181,0.869558210528366,1.02075478942494,0.706124562235751,-0.20709610849529,-0.167680268102145,0.217684965257907,65,0
145,-2.42041282408364,1.94788538506719,0.553646042950925,0.983068885733748,-0.281518066165018,2.40895755224446,-1.40161343049739,-0.188299113326755,0.675877503284406,0.158497491240167,-1.2249513176117,1.31470507781452,0.30441192016845,-0.29021759928937,-2.01454783986915,-0.772800501300637,0.696761204409881,0.0179135793213203,2.17724950048054,-0.276206700967262,1.21382598741995,-1.23861992068538,0.00692730815757439,-1.72422208413163,0.239602695225738,-0.313702950445766,-0.188280879595338,0.119830988277492,6,0
